顧客ID,取引先名,取引先名（かな）,取引注意フラグ,郵便番号(請求先),都道府県(請求先),住所(請求先),ビル名（請求先）,代表電話,代表Fax,代表E-mail,請求書関連備考,請求書発行方法,請求書希望,会社名(請求書発送先),郵便番号(請求書発送先),住所(請求書発送先),ビル名(請求書発送先),TEL(請求書発送先),FAX(請求書発送先),Web サイト,業種,資本金,従業員数,工事対応エリア,関連会社,備考,※企業コード
7894,株式会社北斗木村組,ほくときむらぐみ,取引可,049-0131,北海道,北斗市富川二丁目5-4,,0138-73-7146,0138-73-7146,,,紙請求書,紙請求希望,,,,,,,,,,,,,,企業コード無し
7895,古野電気株式会社　北海道支店・札幌営業所,ふるのでんき,取引可,064-0807,北海道,札幌市中央区南七条西一丁目13 弘安ビル3F,,011-561-7261,011-561-7264,,,,,,,,,,,https://www.furuno.co.jp,,,,,,,企業コード無し
7896,大裕株式会社,たいゆう,取引可,572-0077,大阪府,寝屋川市点野四丁目11-7,,072-829-8101,072-829-8121,,,,,,,,,,,https://taiyu-corp.com,,,,,,,企業コード無し
7897,日綱道路整備株式会社,にっこうどうろせいび,取引可,007-0810,北海道,札幌市東区東苗穂十条二丁目21-2,,011-792-3833,011-792-3993,,,メール請求書,mayanagi@n-doro.jp,,,,,,,https://www.n-doro.co.jp,,"2,000万円",21,道内全域,,北海道 都市開発・建設総合展2024来場,企業コード無し
7898,日本メックス株式会社　北海道支店,にほんめっくす,取引可,060-0004,北海道,札幌市中央区北四条西十六丁目1 テルウェル札幌ビル,,011-867-9001,,,,,,,,,,,,https://www.meccs.co.jp/,,,,,,,企業コード無し
7899,有限会社佐々木営繕センター,ささきえいぜんせんたー,取引可,079-1268,北海道,赤平市茂尻元町北六丁目26,,0125-33-8121,0125-32-2816,,,,,,,,,,,,,,,,,,企業コード無し
7900,SOYO株式会社,そーよー,取引可,006-0001,北海道,札幌市手稲区西宮の沢一条二丁目3-18,ウェーブ手稲ビル,011-669-1515,011-669-1616,,,,,,,,,,,https://soyo-inc.com/,,,,,,,151722
7901,株式会社H.Eファーム,えいちいーふぁーむ,取引可,064-0807,北海道,札幌市中央区南七条西一丁目13,第2弘安ビル4F,011-596-8066,011-598-8288,,,メール請求書,accounting@he-frm.com,,,,,,,https://he-frm.com/,,,,,,,141723
7902,桑原冷熱株式会社,くわばられいねつ,取引可,099-1587,北海道,北見市豊地1-11,,0157-36-9000,0157-36-8899,,,,,,,,,,,https://www.kuwabara-net.com/,電気・通信工事,,,,,,111724
7903,株式会社ウイル　東日本支店,ういる,取引可,003-0012,北海道,札幌市白石区中央二条三丁目6-6,,011-837-1777,011-831-0801,,,,,,,,,,,https://www.will-sys.com/gaiyou,,,,,,,151725
7904,有限会社片岡技建興業,かたおかぎけんこうぎょう,取引可,059-1266,北海道,苫小牧市錦西町18-270-285,,0144-67-4225,0144-67-4262,,,,,,,,,,,,,,,,,,11726
7905,東洋テクノ株式会社　札幌支店,とうようてくの,取引可,060-0061,北海道,札幌市中央区南1条西8丁目1-6F,クリスタルタワー,011-272-0311,011-272-0344,,,,,,,,,,,https://www.toyotechno.co.jp,,"6億6,100万円",203,,,,91727
7906,シー・アンド・シー株式会社,しーあんどしー,取引可,017-0204,秋田県,鹿角郡小坂町荒谷手紙沢54-5,,0186-29-2976,0186-29-3018,,,,,,,,,,,http://candc-a.co.jp/,,,,,,,31728
7907,ブライト工業,ぶらいと,取引可,078-8348,北海道,旭川市豊岡8条2-24,,0166-47-1050,,,,,,,,,,,,,,,,,,,121729
8061,有限会社太野電設,ふとのでんせつ,取引可,080-2459,北海道,帯広市西十九条北一丁目7-5,,0155-35-7208,0155-36-6990,,,紙請求書,紙請求希望,,,,,,,https://www.futono-d.com/,電気・通信工事,,,,,,81730
8062,有限会社善本工業,よしもとこうぎょう,取引可,741-0061,山口県,岩国市錦見四丁目2-25,,,,,,,,,,,,,,http://www.ysmt.co.jp/,,,,,,,81731
8063,株式会社蒲牟田建設,かまむたけんせつ,取引可,591-8042,大阪府,堺市北区大豆塚町一丁23-11,,,,,,,,,,,,,,http://kamamutakensetu.sakura.ne.jp/company/,,,,,,,81732
8065,株式会社グットワン,ぐっどわん,取引可,071-8113,北海道,旭川市東鷹栖東3条1丁目1922,,0166-57-9032,0166-57-9104,,,,,,,,,,,,その他,,,,,,111734
8066,新旭川運輸株式会社,しんあさひかわうんゆ,取引可,079-8421,北海道,旭川市永山十一条一丁目1-8,,0166-26-2724,0166-26-2738,,,,,,,,,,,https://su-shinkawa.com/,,,,,,,111735
8067,厚浜木材加工協同組合　釧路営業本部,こうひんもくざいかこうきょうどうくみあい,取引可,088-0626,北海道,釧路郡釧路町桂3丁目17番地,,0154-36-7988,0154-36-7971,kouhin@zpost.plala.or.jp,,,,,,,,,,https://www.kouhinmokuzaikakou.com/,,,,,,,61736
8068,東海建設株式会社,とうかいけんせつ,取引可,050-0072,北海道,室蘭市高砂町4丁目14-16,,0143-46-1201,0143-45-6659,,,,,,,,,,,http://tokai-k.jp/,,,,,,,61737
8069,UDトラックス北海道株式会社,ゆーでぃーとらっくすほっかいどう,取引可,004-8523,北海道,札幌市厚別区厚別中央2条2丁目1番1号,,011-891-7123,011-892-2731,,,,,,,,,,,https://www.udt-hokkaido.jp/,,1億円,,北海道道央・道南地域,,,31739
8070,中野トラック株式会社,なかのとらっく,取引可,085-0027,北海道,釧路市仲浜町６-１６,,0154-22-5628,0154-22-5121,,,,,,,,,,,https://kdb.senkon-itc.jp/db/db_org.cgi?no=465,,"1,000万円",30,,,,71740
8071,有限会社川端組,かわばたぐみ,取引可,078-8344,北海道,旭川市東光四条七丁目3-17,,0166-34-0168,0166-34-7629,,,,,,,,,,,,,,,,,,121741
8072,株式会社松嶋,まつしま,取引可,079-8412,北海道,旭川市永山二条一丁目2-18,,0166-48-1180,0166-48-8677,,,,,,,,,,,https://matsushima-a.jp/,,,,,,,111742
8073,株式会社中沢機械店,なかざわきかいてん,取引可,090-0001,北海道,北見市小泉222,,0157-24-6662,0157-25-5042,,,,,,,,,,,https://www.nakazawa-kikaiten.com/,,,,,,,81743
8074,鈴木工業株式会社,すずきこうぎょう,取引可,004-0834,北海道,札幌市清田区真栄四条一丁目4-12,,011-884-0059,011-884-0059,,,,,,,,,,,,,,,,,,11744
8075,有限会社佐藤特殊土木,さとうとくしゅどぼく,取引可,996-0041,山形県,新庄市鳥越 - １８１２ - ３２,,0233-23-7245,0233-23-7245,,,,,,,,,,,,,,,,,,141745
8076,株式会社かもかもぐみ,かもかもぐみ,取引可,064-0809,北海道,札幌市中央区南九条西四丁目5-12,カモカモビルジング4F,011-530-5595,011-530-1610,,,,,,,,,,,https://kamokamogumi.com/,,,,,,,41746
8077,株式会社ＫＳＫ　札幌営業所,けーえすけー,取引可,001-0903,北海道,札幌市北区新琴似三条二丁目4-11,,011-776-6138,011-776-6138,,,,,,,,,,,https://www.k-s-k.co.jp/,,,,,,,61747
8078,有限会社ホクユワークサービス,ほくゆわーくさーびす,取引可,062-0035,北海道,札幌市豊平区西岡５条１丁目１ - ８,日諸ビル,011-855-1010,011-855-0635,,,,,,,,,,,,,,,,,,111748
8079,株式会社H.Eグループ,えいちいーぐるーぷ,取引可,064-0807,北海道,札幌市中央区南七条西一丁目13,第2弘安ビル 4階,011-596-8066,011-598-8288,,,,,,,,,,,https://he-grp.com/,電気・通信工事,,,,,,151750
8080,ヤマハモーターエンジニアリング株式会社,やまはもーたーえんじにありんぐ,取引可,438-0026,静岡県,磐田市西貝塚3622-8,,0538-37-5931,,,,,,,,,,,,https://www.yec.co.jp/,,,,,,,31751
8081,北興化学株式会社　北海道工場,ほっこうかがくこうぎょう,取引可,073-0001,北海道,滝川市北滝の川 - １４７０,,0125-24-7261,0125-24-1669,,,メール請求書,itoh-mask@hokkochem.co.jp,,,,,,,,,,,,,,企業コード無し
8082,HRS株式会社,えいちあーるえす,取引可,047-0005,北海道,小樽市勝納町8-39,,0134-22-7710,0134-22-7696,,,,,,,,,,,https://h-r-s.co.jp/,,,,,,,81753
8083,日本生命保険相互会社　美幌営業部,にほんせいめい,取引可,920-050,北海道,網走郡美幌町字大通北二丁目23,,0152-73-2757,0152-72-1435,,,,,,,,,,,,,,,,,,141754
8084,月島JFEアクアソリューション株式会社　川崎オフィス,つきしまじぇーえふいーあくあそりゅーしょん,取引可,212-0013,神奈川県,川崎市幸区堀川町580,ソリッドスクエア西館,044-577-1165,044-577-1177,,,,,,,,,,,https://www.tsk-g.co.jp/tech/water-environmental/company/,,,,,,,51755
8085,北都建材株式会社,ほくとけんざい,取引可,065-0026,北海道,札幌市東区北二十六条東九丁目1-1,,011-751-5101,011-751-5591,,,,,,,,,,,http://hokuto-kenzai.com/,,,,,,,41756
8087,有限会社マツダ運輸,まつだうんゆ,取引可,088-2151,北海道,釧路郡釧路町よし野四丁目44,,0154-40-4755,0154-40-4756,,,,,,,,,,,https://toyoroad.co.jp/,,,,,,,71758
8088,有限会社共栄工業,きょうえいこうぎょう,取引可,061-0202,北海道,石狩郡当別町字茂平沢203-458,,0133-22-3880,0133-23-0126,,,,,,,,,,,,,,,,,,41759
8089,ニシオティーアンドエム株式会社　北海道東北支店,にしおてぃーあんどえむ,取引可,061-3241,北海道,石狩市新港西三丁目737-16,,0133-72-3715,0133-72-3716,,,,,,,,,,,https://www.nishio-tm.co.jp/,,,,,,,111760
8090,東洋ロードメンテナンス株式会社,とうようろーどめんてなんす,取引可,060-0006,北海道,札幌市中央区北六条西二十二丁目2-7,東実ビル,011-642-8211,011-644-6827,,,,,,,,,,,https://toyoroad.co.jp/,,,,,,,121761
8091,北第百通信電気株式会社　本社,きただいひゃくつうしんでんき,取引可,062-0931,北海道,札幌市豊平区平岸1条3丁目2番33号,エクシオナトラビル,011-598-6171,011-598-0142,,,,,,,,,,,https://kdts.co.jp/,電気・通信工事,"2,400万円",,,,,71762
8092,有限会社大井架設,おおいかせつ,取引可,004-0847,北海道,札幌市清田区清田7条十四丁目39-3,,,,,,,,,,,,,,,,,,,,,121763
8093,峰建,けんほう,取引可,080-0013,北海道,河東郡音更町宝来東町北一丁目4-16,,0155-30-3817,,,,,,,,,,,,,,,,,,,121764
8094,有限会社ホーノキ重建,ほーのきじゅうけん,取引可,089-0546,北海道,中川郡幕別町札内堤町604,,0155-25-7799,,,,,,,,,,,,,,,,,,,121765
8095,株式会社ツムラ札幌　フロアー事業部,つむらさっぽろ,取引可,007-0847,北海道,札幌市東区北４７条東１５丁目６ - １０,,011ｰ721ｰ6677,011ｰ721ｰ6678,tsubakihara@s-tumura.co.jp,先方20日〆の翌月末の支払,メール請求書,tsubakihara@s-tumura.co.jp,,,,,,,https://www.tsumura-sapporo.jp/,,"1,000万円",,,,,91766
8096,株式会社ランドラボ,らんどらぼ,取引可,002-0857,北海道,札幌市北区屯田七条八丁目2-2,理寛寺ビル3階,011-769-9244,011-769-9245,,,,,,,,,,,www.landlabo.co.jp,,,,,,,81767
8097,関西産業株式会社,かんさいさんぎょう,取引可,522-0222,滋賀県,彦根市南川瀬町1666,,0749-25-1111,0749-25-1115,,,,,,,,,,,http://www.kansai-sangyo.co.jp/introduction/,,,,,,,81768
8098,刈田グリーン株式会社,かりたぐりーん,取引可,004-0841,北海道,札幌市清田区清田１条１丁目６-７,,011-802-7327,011-802-7325,,,,,,,,,,,,,,,,,,71769
8099,大丸株式会社　道北支店,だいまる,取引可,070-8071,北海道,旭川市台場一条一丁目1-8,,0166-76-4415,0166-62-6550,,,,,,,,,,,https://www.daimaru-inc.com/,,,,,,,111770
8100,有限会社岩田工務店,いわたこうむてん,取引可,007-0868,北海道,札幌市東区伏古八条二丁目9-4,,011-781-2248,011-786-0113,,,,,,,,,,,,,,,,,,11771
8101,株式会社日翔工業,にっしょうこうぎょう,取引可,847-0821,佐賀県,唐津市町田三丁目1-3,町田テナントⅡ-2F,0955-88-9078,0955-88-9458,,,,,,,,,,,https://nissyoukougyou.com/about/,,,,,,,121772
8102,丸友共栄建匠株式会社,まるともきょうえいけんしょう,取引可,002-8042,北海道,札幌市北区東茨戸二条1丁目2番40号,,011-788-2807,011-788-2816,,,,,,,,,,,,,,,,,,企業コード無し
8103,株式会社TK工業　倶知安営業所,てぃーけーこうぎょう,取引可,044-0074,北海道,虻田郡倶知安町巽58-9,,080-6068-7078,,,,,,,,,,,,,,,,,,,1012
8104,株式会社北海道吉村　本社,ほっかいどうよしむら,取引可,070-0846,北海道,札幌市東区北46条東17丁目2-6,,011-785-2222,011-785-2225,,,,,,,,,,,https://h-yoshimura.company-guide.jp,,"2,000万円",,,,,企業コード無し
8105,株式会社北海道吉村　釧路営業所,ほっかいどうよしむら,取引可,085-0061,北海道,釧路市芦野3丁目1-11,,0154-36-6908,0154-36-6909,,,,,,,,,,,https://h-yoshimura.company-guide.jp,,"2,000万円",,,,,取引無し
8107,株式会社北海道吉村　北見営業所,ほっかいどうよしむら,取引可,090-0056,北海道,北見市卸町3丁目1番地17,,0157-36-5291,0157-36-5292,,,,,,,,,,,https://h-yoshimura.company-guide.jp,,"2,000万円",,,,,取引無し
8108,株式会社北海道吉村　函館営業所,ほっかいどうよしむら,取引可,041-0824,北海道,函館市西桔梗町849-25,,0138-48-2555,0138-48-2556,,,,,,,,,,,https://h-yoshimura.company-guide.jp,,"2,000万円",,,,,取引無し
8109,株式会社北海道吉村　旭川営業所,ほっかいどうよしむら,取引可,079-8442,北海道,旭川市流通団地2条1丁目8,,0166-48-6868,0166-48-6848,,,,,,,,,,,https://h-yoshimura.company-guide.jp,,"2,000万円",,,,,取引無し
8110,株式会社北海道吉村　苫小牧営業所,ほっかいどうよしむら,取引可,053-0823,北海道,苫小牧市柏木町2丁目3-1,,0144-75-0332,0144-75-0334,,,,,,,,,,,https://h-yoshimura.company-guide.jp,,"2,000万円",,,,,取引無し
8111,北海道富士電機株式会社　本社,ほっかいどうふじでんき,取引可,060-0041,北海道,札幌市中央区大通東7丁目12-9,,011-221-5511,011-221-5897,,,,,,,,,,,https://www.hfd.co.jp,電気・通信工事,1億円,123,,,,企業コード無し
8112,北海道富士電機株式会社　釧路営業所,ほっかいどうふじでんき,取引可,085-0032,北海道,釧路市新栄町8番13号,,0154-23-2571,0154-25-7689,,,,,,,,,,,https://www.hfd.co.jp,電気・通信工事,1億円,123,,,,取引無し
8113,北海道富士電機株式会社　帯広営業所,ほっかいどうふじでんき,取引可,080-0015,北海道,帯広市西5条南9丁目2-15,,0155-22-4114,0155-22-1183,,,,,,,,,,,https://www.hfd.co.jp,電気・通信工事,1億円,123,,,,取引無し
8114,北海道富士電機株式会社　苫小牧営業所,ほっかいどうふじでんき,取引可,053-0052,北海道,苫小牧市新開町3丁目17番4,,0144-57-2748,0144-57-2729,,,,,,,,,,,https://www.hfd.co.jp,電気・通信工事,1億円,123,,,,取引無し
8115,北海道富士電機株式会社　函館営業所,ほっかいどうふじでんき,取引可,040-0061,北海道,函館市海岸町5番18号,,0138-26-7161,0138-27-0055,,,,,,,,,,,https://www.hfd.co.jp,電気・通信工事,1億円,123,,,,取引無し
8116,北海道富士電機株式会社　北見営業所,ほっかいどうふじでんき,取引可,090-0804,北海道,北見市桜町3丁目63番地1,,0157-31-4878,0157-31-4900,,,,,,,,,,,https://www.hfd.co.jp,電気・通信工事,1億円,123,,,,取引無し
8117,株式会社Assist,あしすと,取引可,067-0063,北海道,江別市上江別西町34-12,,011-555-0383,011-555-0383,,,,,,,,,,,https://assist-ashiba.net/,,,,,,,取引無し
8118,株式会社アヤメ緑化工業　本社,あやめりょっかこうじ,取引可,086-1127,北海道,標津郡中標津町西7条北4丁目1番地5,,0153-72-8535,0153-72-8525,,,,,,,,,,,https://www.ayame-ryokka.co.jp/,,"1,000万円",,,,,取引無し
8119,株式会社アヤメ緑化工業　帯広営業所,あやめりょっかこうじ,取引可,080-0301,北海道,河東郡音更町木野大通西12丁目3-2,,0155-67-0033,0155-67-0044,,,,,,,,,,,https://www.ayame-ryokka.co.jp/,,"1,000万円",,,,,取引無し
8120,株式会社互建防水工業,ごけんぼうすいこうぎょう,取引可,080-0020,北海道,帯広市西10条南11丁目2番地6,,0155-25-5776,0155-25-0341,goken@octv.ne.jp,,メール請求書,goken@octv.ne.jp,,,,,,,https://gokengk.com,,"1,000万円",10,,,,101299
8121,伊藤組土建株式会社　道東営業所,いとうぐみどけん,取引可,080-0016,北海道,帯広市西6条南6丁目3,ソネビル6階,0155-67-1501,,,,,,,,,,,,https://www.itogumi.co.jp,,10億円,432,,株式会社伊藤組,,取引無し
8122,伊藤組土建株式会社　苫小牧営業所,いとうぐみどけん,取引可,053-0022,北海道,苫小牧市表町2丁目1-14,王子不動産第3ビル7階,0144-33-3362,,,,,,,,,,,,https://www.itogumi.co.jp,,10億円,432,,株式会社伊藤組,,取引無し
8123,伊藤組土建株式会社　函館営業所,いとうぐみどけん,取引可,040-0053,北海道,函館市末広町5-14,アクロス十字街1階,0138-26-1688,,,,,,,,,,,,https://www.itogumi.co.jp,,10億円,432,,株式会社伊藤組,,取引無し
8124,伊藤組土建株式会社　道北営業所,いとうぐみどけん,取引可,070-0032,北海道,旭川市二条通8丁目144-2,旭川二条通ビル8階,0166-24-8321,,,,,,,,,,,,https://www.itogumi.co.jp,,10億円,432,,株式会社伊藤組,,取引無し
8125,株式会社中山組　滝川支社,なかやまぐみ,取引可,073-8501,北海道,滝川市明神町4丁目1番17号,,0125-22-1212,0125-22-1219,,,,,,,,,,,https://www.nakayamagumi.co.jp/,,1億円,257,,,,131396
8126,株式会社中山組　函館営業所,なかやまぐみ,取引可,041-0806,北海道,函館市美原2丁目44番15号,,0138-83-2981,0138-83-2982,,,,,,,,,,,https://www.nakayamagumi.co.jp/,,1億円,257,,,,131396
8127,株式会社中山組　旭川営業所,なかやまぐみ,取引可,070-0036,北海道,旭川市6条通13丁目,上北ビル・4F,0166-25-1012,0166-25-1043,,,,,,,,,,,https://www.nakayamagumi.co.jp/,,1億円,257,,,,131396
8128,株式会社中山組　道東営業所,なかやまぐみ,取引可,085-0017,北海道,釧路市幸町6丁目1番6号,,0154-22-9410,0154-22-9415,,,,,,,,,,,https://www.nakayamagumi.co.jp/,,1億円,257,,,,131396
8129,株式会社中山組　帯広営業所,なかやまぐみ,取引可,080-0024,北海道,帯広市西14条南30丁目1-3,,0155-67-7972,0155-67-7973,,,,,,,,,,,https://www.nakayamagumi.co.jp/,,1億円,257,,,,131396
8130,株式会社中山組　室蘭営業所,なかやまぐみ,取引可,050-0081,北海道,室蘭市日の出町3丁目4番4号,,0143-83-6168,0143-83-7008,,,,,,,,,,,https://www.nakayamagumi.co.jp/,,1億円,257,,,,131396
8131,株式会社中山組　紋別営業所,なかやまぐみ,取引可,094-0013,北海道,紋別市南が丘4丁目1番17号,,0158-28-8261,0158-28-8262,,,,,,,,,,,https://www.nakayamagumi.co.jp/,,1億円,257,,,,131396
8132,株式会社杉本運輸　本社,すぎもとうんゆ,取引可,047-0013,北海道,小樽市奥沢４丁目１７ - １２,,0134-23-6201,0134-23-6205,,,メール請求書,m.kasai@sugimotounyu.co.jp,,,,,,,https://sugimotounyu.co.jp,,"3,500万円",110,,,,取引無し
8133,大和ハウス工業株式会社　北海道支店,だいわはうすこうぎょう,取引可,065-0006,北海道,札幌市東区北6条東8丁目1-10,,011-750-3132,011-750-3149,,,,,,,,,,,https://www.daiwahouse.co.jp/,,"1,619億5,715万2,677円",48483,,,,11403
8134,道路工業株式会社　道南営業所,どうろこうぎょう,取引可,049-4308,北海道,瀬棚郡今金町今金390番地の1,,0137-82-4151,,,,,,,,,,,,https://www.dorokogyo.co.jp/,,1億円,180,,,,取引無し
8135,道路工業株式会社　留萌・稚内工事事務所,どうろこうぎょう,取引可,078-330,北海道,留萌郡小平町小平町502番地,,0164-59-1001,,,,,,,,,,,,https://www.dorokogyo.co.jp/,,1億円,180,,,,取引無し
8136,道路工業株式会社　釧路工事事務所,どうろこうぎょう,取引可,088-2274,北海道,川上郡標茶町東阿歴内,,015-487-8103,,,,,,,,,,,,https://www.dorokogyo.co.jp/,,1億円,180,,,,取引無し
8138,道路工業株式会社　斜里工事事務所,どうろこうぎょう,取引可,099-4133,北海道,斜里郡斜里町三井96,,0152-23-3838,,,,,,,,,,,,https://www.dorokogyo.co.jp/,,1億円,180,,,,取引無し
8139,株式会社富士電気,ふじでんき,取引可,045-0023,北海道,岩内郡岩内町相生80番地1,,0135-62-1072,0135-62-1094,,,,,,,,,,,https://www.fuji-iw.com,電気・通信工事,"2,000万円",27,,,,取引無し
8140,東明産業株式会社,とうめいさんぎょう,取引可,950-0855,新潟県,新潟市東区江南三丁目2-6,,025-286-7185,025-286-7955,,,,,,,,,,,,,,,,,,41774
8141,根室市役所　農林課,ねむろしやくしょ,取引可,087-8711,北海道,根室市常盤町二丁目27,,0153-23-6111,0153-24-8692,,,,,,,,,,,,,,,,,,101775
8142,アプロードエンジニアリング株式会社,あぷろーどえんじにありんぐ,取引可,007-0809,北海道,札幌市東区東苗穂９条２丁目４ - ７,,011-768-8905,011-788-4751（担当者の電話FAX）,,,メール請求書,mogu761@gmail.com,,,,,,,http://aplaud.jp/,,,,,,,101776
8143,株式会社タナカコンサルタント,たなかこんさるたんと,取引可,,,,,0144-51-2553,,,,,,,,,,,,https://tanakaconsul.co.jp/,,,,,,,151779
8144,株式会社スバル測研,すばるそっけん,取引可,007-0836,北海道,札幌市東区北三十六条東十二丁目2-27,ジェーハイツ札幌東1F,011-748-1500,011-748-1511,subaru-survey@adagio.ocn.jp,,メール請求書,subaru-survey@adagio.ocn.ne.jp,,,,,,,,,,,,,,141780
8145,大和探査技術株式会社　東京支店,だいわたんさぎじゅつ,取引可,135-0016,東京都,江東区東陽五丁目10-4,,03-5633-8100,03-5633-8620,,,,,,,,,,,https://www.daiwatansa.co.jp/publics/index/42/,,,,,,,61781
8146,株式会社ミゾエ,みぞえ,取引可,003-0869,北海道,札幌市白石区川下951番地2,,011-871-2330,011-871-2324,,,,,,,,,,,https://mizoe-sapporo.com/,,,,,,,41783
8147,晃徳寺,こうとくじ,取引可,078-3711,北海道,苫前郡苫前町字旭36,,01646-4-2104,01646-4-2104,,,,,,,,,,,,,,,,,,111784
8148,株式会社NEO　東京支店,ねお,取引可,105-0003,東京都,港区西新橋一丁目17-11,TAMA WOODY GATE SHIMBASHI 4F,03-6435-2901,03-6435-2659,,,,,,,,,,,https://neo-ss.co.jp/,,,,,,,31785
8149,有限会社煙筒の横山,えんとつのよこやま,取引可,070-8045,北海道,旭川市忠和五条五丁目7-27,,0166-61-1670,,,,,,,,,,,,https://entotuya.com/,,,,,,,111786
8152,株式会社オーディンプロダクション,おーでぃんぷろだくしょん,取引可,344-0067,埼玉県,さいたま市中央区中央一丁目57-12,永島第2ビル,048-796-8582,048-797-7542,,,,,,,,,,,https://odinprod.com/,,,,,,,111790
8153,釧路技研株式会社,くしろぎけん,取引可,084-0904,北海道,釧路市新富士町六丁目3-10,,0154-51-4427,0154-51-2675,,,,,,,,,,,https://kushiro-giken.co.jp/,,,,,,,31791
8154,RJホールディングス株式会社,あーるじぇいほーるでぃんぐす,取引可,542-0067,大阪府,大阪市中央区松屋町6-14,KKGKビル7F,06-4400-7674,,,,,,,,,,,,https://www.rjholdings.online/,その他,,,,,,151792
8156,株式会社メタルアート安藤,めたるあーとあんどう,取引可,041-0824,北海道,函館市西桔梗町683,,0138-49-0246,,,,,,,,,,,,,,,,,,,21794
8157,大日本ダイヤコンサルタント株式会社　北海道支社,だいにほんだいやこんさるたんと,取引可,001-0010,北海道,札幌市北区北十条西二丁目13-2,,011-729-2701,011-729-2688,,,,,,,,,,,https://www.dd-con.co.jp/,,,,,,,81795
8158,四ツ谷エナジー合同会社,よつやえなじー,取引可,106-0032,東京都,港区六本木六丁目15-1,けやき坂テラス6階,,,,,,,,,,,,,https://yotsuyacapital.com/,,,,,,,101796
8159,日本サミコン株式会社　札幌支店,にほんさみこん,取引可,004-0042,北海道,札幌市厚別区大谷地西一丁目10-1,,011-892-3381,,,,,,,,,,,,https://www.nihon-samicon.co.jp/company/office/sapporo/,,,,,,,111797
8160,株式会社Houseラボ,はうすらぼ,取引可,007-0846,北海道,札幌市東区北四十六条東十九丁目3-1,,011-769-9596,,,,,,,,,,,,https://house-labo.com/,,,,,,,41798
8161,株式会社プラス機工エンジニアリング,ぷらすきこうえんじにありんぐ,取引可,791-1126,愛媛県,松山市大橋町210,,089-960-8007,,,,,,,,,,,,http://plus-kikou-eng.com/,,,,,,,31799
8162,有限会社道東暖熱工業所,どうとうだんねつこうぎょうしょ,取引可,085-0058,北海道,釧路市愛国東1丁目21番8号,,0154-36-5166,0154-36-5168,,,,,,,,,,,https://www.doto-dannetu.jp/html/aboutus.html,,,,,,,71800
8163,有限会社エー環境研究所,えーかんきょうけんきゅうしょ,取引可,540-0029,大阪府,中央区中央区本町橋2-23,第7松屋ビル510,06-6966-8001,,,,メール請求書,n_yamashita@mail.a-kankyo.info,,,,,,,http://www.a-kankyo.info/,,,,,,,181801
8164,株式会社山岸コピーセンター,やまぎしこぴーせんたー,取引可,060-0005,北海道,札幌市中央区北五条西十四丁目1-8,第一衣料ビル5階,011-222-7461,011-222-7493,,,,,,,,,,,https://www.dynatec89.co.jp/,,,,,,,11802
8165,有限会社芦川塗装,あしかわとそう,取引可,421-3305,静岡県,富士市岩淵993-1,,0545-32-8003,0545-67-5100,,,,,,,,,,,https://ashikawatoso.com/ja/,,,,,,,181804
8166,日本政策金融公庫　札幌支店,にほんせいさくきんゆうこうこ,取引可,060-0807,北海道,札幌市北区北七条西四丁目5-1,伊藤110ビル5F,011-726-5357,011-758-2715,,,,,,,,,,,https://www.jfc.go.jp/,,,,,,,11805
8167,旭川市立大学,あさひかわしりつだいがく,取引可,079-8413,北海道,旭川市永山三条二十三丁目1-9,,0166-48-3121,0166-48-8718,,,,,,,,,,,https://www.asahikawa-u.ac.jp/,,,,,,,11807
8168,砂川パークホテル,すながわぱーくほてる,取引可,073-0152,北海道,砂川市東二条北三丁目,,0125-52-3989,0125-52-4572,,,,,,,,,,,https://www.sunapark.co.jp/,,,,,,,11808
8169,株式会社梶川建設　東京本社,かじかわけんせつ,取引可,160-0023,東京都,新宿区西新宿七丁目7-29,西新宿ビル7階,03-5338-3660,03-5338-3661,,,,,,,,,,,https://kajikawa.co.jp/,,,,,,,41809
8170,株式会社本間解体工業,ほんまかいたいこうぎょう,取引可,063-0837,北海道,札幌市西区発寒十七条四丁目1-74,,011-669-8777,011-669-8822,,,紙請求書,紙請求希望,,,,,,,https://honma-kaitai.co.jp/,,,,,,,151810
8171,株式会社エスアンドエム,えすあんどえむ,取引可,114-0011,東京都,北区昭和町二丁目10-8,メゾンドシャテーニュ尾久101,080-2801-6086,,,,,,,,,,,,,,,,,,,51811
8172,有限会社特機エンビス,とっきえんびす,取引可,004-0041,北海道,札幌市厚別区大谷地東五丁目5-5,コーポミヤコシ,090-9753-4796,011-896-9232,,,,,,,,,,,,,,,,,,71812
8173,ヒシエヌ西村工業株式会社,ひしえぬにしむら,取引可,007-0880,北海道,札幌市東区丘珠町303,,011-781-5331,011-783-1718,,,,,,,,,,,https://hishienu.com/,,,,,,,51813
8174,北海道信用漁業協同組合連合会　釧路支店,ほっかいどうしんようぎょぎょうきょうどうくみあい,取引可,085-0841,北海道,釧路市南大通一丁目3-7,,0154-41-0275,0154-42-6226,,,,,,,,,,,,,,,,,,91815
8175,タカナシ乳業株式会社,たかなしにゅうぎょう,取引可,240-0005,神奈川県,横浜市保土ケ谷区神戸町 - １３４,横浜ﾋﾞｼﾞﾈｽﾊﾟｰｸｲｰｽﾄﾀﾜｰ13Ｆ,045-338-1935,045-338-1956,,,,,,,,,,,https://www.takanashi-milk.co.jp/,,,,,,,91816
